,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,seed
82,512,0.0,818,0.21608280000509694,"[10, 19, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 21, 31, 9, 16, 15, 3, 4, 30, 25, 13, 32, 37, 5, 14, 16, 21, 0, 37, 11]",10,0.1,1024,5
83,1024,0.0,818,0.21608280000509694,"[10, 19, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 21, 31, 9, 16, 15, 3, 4, 30, 25, 13, 32, 37, 5, 14, 16, 21, 0, 37, 11]",10,0.1,1024,5
84,0,19.0,10,0.0025370000512339175,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",10,0.2,1024,5
85,1,8.0,22,0.00794010004028678,"[19, 36, 28, 7, 16, 30, 9, 38, 34, 26, 27, 5, 6, 29, 33, 11, 30, 29, 33, 30, 14, 3, 31, 9, 16, 15, 19, 34, 24, 7, 13, 32, 37, 5, 14, 16, 3, 0, 39, 11]",10,0.2,1024,5
86,2,8.0,33,0.013634000031743199,"[19, 36, 28, 7, 16, 30, 9, 38, 34, 26, 27, 5, 6, 29, 33, 11, 30, 29, 33, 30, 14, 3, 31, 9, 16, 15, 19, 34, 24, 7, 13, 32, 37, 5, 14, 16, 3, 0, 39, 11]",10,0.2,1024,5
87,4,5.0,56,0.021792400046251714,"[19, 36, 28, 7, 16, 33, 9, 38, 3, 26, 27, 5, 6, 18, 33, 29, 35, 18, 33, 0, 14, 31, 31, 9, 16, 15, 19, 34, 21, 25, 13, 32, 37, 5, 14, 16, 21, 0, 39, 11]",10,0.2,1024,5
88,8,2.0,102,0.03564270003698766,"[19, 19, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 31, 31, 9, 16, 15, 3, 4, 30, 25, 13, 32, 37, 5, 14, 16, 21, 0, 39, 11]",10,0.2,1024,5
89,16,1.0,191,0.05991650000214577,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 31, 31, 9, 16, 15, 3, 4, 30, 25, 13, 32, 37, 5, 14, 16, 21, 0, 39, 11]",10,0.2,1024,5
90,32,1.0,367,0.10515390004729852,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 31, 31, 9, 16, 15, 3, 4, 30, 25, 13, 32, 37, 5, 14, 16, 21, 0, 39, 11]",10,0.2,1024,5
91,64,0.0,643,0.17323620000388473,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 17, 31, 9, 16, 15, 38, 4, 30, 25, 13, 32, 37, 5, 14, 16, 19, 0, 39, 11]",10,0.2,1024,5
92,128,0.0,643,0.17323620000388473,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 17, 31, 9, 16, 15, 38, 4, 30, 25, 13, 32, 37, 5, 14, 16, 19, 0, 39, 11]",10,0.2,1024,5
93,256,0.0,643,0.17323620000388473,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 17, 31, 9, 16, 15, 38, 4, 30, 25, 13, 32, 37, 5, 14, 16, 19, 0, 39, 11]",10,0.2,1024,5
94,512,0.0,643,0.17323620000388473,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 17, 31, 9, 16, 15, 38, 4, 30, 25, 13, 32, 37, 5, 14, 16, 19, 0, 39, 11]",10,0.2,1024,5
95,1024,0.0,643,0.17323620000388473,"[19, 8, 28, 7, 36, 30, 9, 38, 3, 26, 27, 5, 6, 29, 33, 29, 35, 18, 33, 24, 14, 17, 31, 9, 16, 15, 38, 4, 30, 25, 13, 32, 37, 5, 14, 16, 19, 0, 39, 11]",10,0.2,1024,5
96,0,19.0,10,0.0028437000000849366,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",10,0.5,1024,5
97,1,8.0,22,0.008606399991549551,"[26, 6, 9, 29, 33, 19, 3, 23, 25, 31, 2, 29, 38, 18, 12, 0, 5, 37, 11, 24, 27, 31, 23, 8, 7, 39, 3, 4, 7, 30, 26, 39, 32, 13, 14, 4, 10, 16, 4, 32]",10,0.5,1024,5
98,2,8.0,33,0.01396419998491183,"[26, 6, 9, 29, 33, 19, 3, 23, 25, 31, 2, 29, 38, 18, 12, 0, 5, 37, 11, 24, 27, 31, 23, 8, 7, 39, 3, 4, 7, 30, 26, 39, 32, 13, 14, 4, 10, 16, 4, 32]",10,0.5,1024,5
99,4,7.0,56,0.022436800005380064,"[26, 6, 0, 29, 33, 19, 18, 23, 39, 11, 2, 21, 38, 38, 18, 0, 5, 37, 11, 24, 27, 31, 29, 8, 7, 6, 3, 14, 7, 30, 31, 7, 25, 13, 14, 4, 10, 16, 4, 32]",10,0.5,1024,5
100,8,6.0,101,0.036181600007694215,"[26, 6, 0, 29, 30, 19, 18, 23, 39, 11, 2, 21, 38, 38, 18, 0, 5, 37, 11, 24, 27, 31, 29, 8, 1, 6, 3, 14, 7, 30, 26, 7, 25, 13, 14, 4, 10, 16, 4, 32]",10,0.5,1024,5
101,16,4.0,191,0.06053809996228665,"[26, 6, 0, 29, 30, 19, 18, 23, 39, 11, 2, 21, 38, 2, 18, 0, 5, 37, 11, 24, 27, 31, 29, 8, 1, 6, 3, 14, 7, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 32]",10,0.5,1024,5
102,32,2.0,369,0.10607869998784736,"[26, 14, 0, 29, 30, 19, 18, 23, 39, 11, 2, 21, 38, 2, 18, 0, 5, 37, 11, 24, 27, 17, 29, 8, 1, 6, 3, 36, 7, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 32]",10,0.5,1024,5
103,64,0.0,602,0.16674489999422804,"[26, 14, 0, 15, 30, 19, 27, 23, 39, 11, 2, 21, 38, 10, 18, 9, 5, 37, 32, 24, 27, 17, 29, 8, 1, 6, 3, 36, 30, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 22]",10,0.5,1024,5
104,128,0.0,602,0.16674489999422804,"[26, 14, 0, 15, 30, 19, 27, 23, 39, 11, 2, 21, 38, 10, 18, 9, 5, 37, 32, 24, 27, 17, 29, 8, 1, 6, 3, 36, 30, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 22]",10,0.5,1024,5
105,256,0.0,602,0.16674489999422804,"[26, 14, 0, 15, 30, 19, 27, 23, 39, 11, 2, 21, 38, 10, 18, 9, 5, 37, 32, 24, 27, 17, 29, 8, 1, 6, 3, 36, 30, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 22]",10,0.5,1024,5
106,512,0.0,602,0.16674489999422804,"[26, 14, 0, 15, 30, 19, 27, 23, 39, 11, 2, 21, 38, 10, 18, 9, 5, 37, 32, 24, 27, 17, 29, 8, 1, 6, 3, 36, 30, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 22]",10,0.5,1024,5
107,1024,0.0,602,0.16674489999422804,"[26, 14, 0, 15, 30, 19, 27, 23, 39, 11, 2, 21, 38, 10, 18, 9, 5, 37, 32, 24, 27, 17, 29, 8, 1, 6, 3, 36, 30, 30, 31, 7, 25, 13, 14, 20, 10, 16, 4, 22]",10,0.5,1024,5
108,0,19.0,10,0.002745900012087077,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",10,0.75,1024,5
109,1,9.0,22,0.0090230000205338,"[10, 6, 9, 29, 33, 24, 18, 20, 25, 5, 12, 15, 24, 38, 12, 1, 5, 17, 11, 24, 19, 26, 23, 8, 10, 39, 3, 4, 30, 30, 31, 26, 32, 13, 12, 19, 10, 33, 37, 33]",10,0.75,1024,5
110,2,8.0,34,0.015151300001889467,"[17, 6, 9, 29, 17, 24, 18, 20, 25, 5, 12, 15, 24, 9, 12, 1, 5, 17, 11, 24, 19, 31, 23, 8, 10, 39, 3, 4, 21, 30, 14, 26, 32, 30, 29, 19, 14, 34, 37, 33]",10,0.75,1024,5
111,4,8.0,56,0.024329899984877557,"[17, 6, 9, 29, 17, 24, 18, 20, 25, 5, 12, 15, 24, 9, 12, 1, 5, 17, 11, 24, 19, 31, 23, 8, 10, 39, 3, 4, 21, 30, 14, 26, 32, 30, 29, 19, 14, 34, 37, 33]",10,0.75,1024,5
112,8,4.0,102,0.03897520003374666,"[0, 16, 9, 3, 30, 37, 35, 20, 39, 11, 12, 18, 24, 9, 13, 12, 18, 5, 11, 24, 20, 31, 33, 8, 1, 39, 36, 14, 30, 19, 32, 26, 25, 13, 29, 12, 5, 10, 15, 33]",10,0.75,1024,5
113,16,1.0,193,0.06334530003368855,"[13, 16, 0, 19, 33, 6, 0, 20, 39, 5, 7, 18, 24, 9, 12, 12, 1, 2, 35, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
114,32,0.0,238,0.07800430001225322,"[13, 16, 0, 29, 33, 6, 18, 20, 21, 5, 7, 18, 24, 9, 12, 12, 1, 2, 11, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
115,64,0.0,238,0.07800430001225322,"[13, 16, 0, 29, 33, 6, 18, 20, 21, 5, 7, 18, 24, 9, 12, 12, 1, 2, 11, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
116,128,0.0,238,0.07800430001225322,"[13, 16, 0, 29, 33, 6, 18, 20, 21, 5, 7, 18, 24, 9, 12, 12, 1, 2, 11, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
117,256,0.0,238,0.07800430001225322,"[13, 16, 0, 29, 33, 6, 18, 20, 21, 5, 7, 18, 24, 9, 12, 12, 1, 2, 11, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
118,512,0.0,238,0.07800430001225322,"[13, 16, 0, 29, 33, 6, 18, 20, 21, 5, 7, 18, 24, 9, 12, 12, 1, 2, 11, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
119,1024,0.0,238,0.07800430001225322,"[13, 16, 0, 29, 33, 6, 18, 20, 21, 5, 7, 18, 24, 9, 12, 12, 1, 2, 11, 34, 20, 26, 23, 8, 10, 27, 3, 4, 30, 30, 32, 31, 35, 30, 4, 19, 10, 33, 37, 17]",10,0.75,1024,5
120,0,19.0,30,0.006922300031874329,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",30,0.05,1024,5
121,1,7.0,62,0.017498900007922202,"[10, 22, 6, 17, 33, 31, 28, 5, 35, 33, 5, 27, 30, 11, 29, 0, 12, 21, 14, 29, 25, 7, 23, 17, 18, 38, 8, 31, 1, 16, 22, 39, 20, 37, 0, 30, 2, 3, 15, 12]",30,0.05,1024,5
122,2,6.0,94,0.028137499990407377,"[10, 22, 6, 17, 33, 31, 23, 3, 36, 13, 18, 27, 30, 11, 13, 1, 12, 8, 37, 29, 29, 7, 33, 10, 5, 6, 21, 26, 1, 7, 32, 19, 25, 37, 38, 12, 14, 3, 4, 17]",30,0.05,1024,5
123,4,6.0,156,0.04641970002558082,"[10, 22, 6, 17, 33, 31, 23, 3, 36, 13, 18, 27, 30, 11, 13, 1, 12, 8, 37, 29, 29, 7, 33, 10, 5, 6, 21, 26, 1, 7, 32, 19, 25, 37, 38, 12, 14, 3, 4, 17]",30,0.05,1024,5
124,8,4.0,282,0.08012400002917275,"[10, 2, 6, 17, 33, 31, 11, 21, 36, 33, 18, 27, 34, 18, 13, 1, 28, 8, 37, 29, 29, 28, 31, 3, 26, 6, 21, 26, 1, 7, 32, 39, 30, 24, 38, 37, 14, 19, 4, 3]",30,0.05,1024,5
125,16,2.0,532,0.14281340001616627,"[10, 2, 9, 17, 14, 31, 11, 21, 36, 13, 18, 27, 34, 18, 29, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 3]",30,0.05,1024,5
126,32,1.0,1029,0.2650209999992512,"[10, 2, 9, 17, 14, 31, 11, 21, 2, 13, 18, 1, 34, 11, 37, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 3]",30,0.05,1024,5
127,64,1.0,2021,0.515252800018061,"[10, 2, 9, 17, 14, 31, 11, 21, 2, 13, 18, 1, 34, 11, 37, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 3]",30,0.05,1024,5
128,128,0.0,2146,0.5504878000356257,"[10, 2, 9, 17, 14, 31, 11, 32, 36, 13, 18, 27, 34, 18, 37, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 33]",30,0.05,1024,5
129,256,0.0,2146,0.5504878000356257,"[10, 2, 9, 17, 14, 31, 11, 32, 36, 13, 18, 27, 34, 18, 37, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 33]",30,0.05,1024,5
130,512,0.0,2146,0.5504878000356257,"[10, 2, 9, 17, 14, 31, 11, 32, 36, 13, 18, 27, 34, 18, 37, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 33]",30,0.05,1024,5
131,1024,0.0,2146,0.5504878000356257,"[10, 2, 9, 17, 14, 31, 11, 32, 36, 13, 18, 27, 34, 18, 37, 1, 28, 8, 24, 29, 25, 0, 33, 3, 26, 6, 21, 20, 31, 39, 22, 19, 30, 28, 38, 37, 14, 21, 15, 33]",30,0.05,1024,5
132,0,19.0,30,0.006900799984578043,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",30,0.1,1024,5
133,1,5.0,62,0.01864729996304959,"[22, 15, 31, 34, 14, 18, 18, 12, 24, 13, 18, 14, 35, 10, 30, 1, 28, 8, 37, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 3, 4, 3]",30,0.1,1024,5
134,2,5.0,93,0.029893899976741523,"[22, 15, 31, 34, 14, 18, 18, 12, 24, 13, 18, 14, 35, 10, 30, 1, 28, 8, 37, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 3, 4, 3]",30,0.1,1024,5
135,4,4.0,156,0.049019599973689765,"[5, 15, 31, 34, 14, 18, 18, 12, 0, 13, 12, 14, 35, 10, 30, 1, 28, 8, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 3, 4, 3]",30,0.1,1024,5
136,8,3.0,281,0.08198640000773594,"[26, 15, 31, 11, 7, 25, 18, 20, 36, 22, 18, 14, 35, 18, 30, 1, 5, 18, 37, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 30, 25, 39, 32, 9, 15, 17, 16, 10, 4, 3]",30,0.1,1024,5
137,16,1.0,531,0.14748929999768734,"[5, 15, 9, 34, 7, 25, 18, 12, 36, 22, 12, 14, 35, 18, 30, 1, 5, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 30, 31, 19, 23, 9, 15, 3, 16, 10, 4, 3]",30,0.1,1024,5
138,32,1.0,1027,0.2697881999774836,"[5, 15, 9, 34, 7, 25, 18, 12, 36, 22, 12, 14, 35, 18, 30, 1, 5, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 30, 31, 19, 23, 9, 15, 3, 16, 10, 4, 3]",30,0.1,1024,5
139,64,1.0,2019,0.5189501999993809,"[5, 15, 9, 34, 7, 25, 18, 12, 36, 22, 12, 14, 35, 18, 30, 1, 5, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 30, 31, 19, 23, 9, 15, 3, 16, 10, 4, 3]",30,0.1,1024,5
140,128,0.0,2826,0.7137308999663219,"[5, 6, 31, 34, 7, 0, 18, 12, 26, 22, 12, 14, 35, 10, 30, 1, 28, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 21, 4, 3]",30,0.1,1024,5
141,256,0.0,2826,0.7137308999663219,"[5, 6, 31, 34, 7, 0, 18, 12, 26, 22, 12, 14, 35, 10, 30, 1, 28, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 21, 4, 3]",30,0.1,1024,5
142,512,0.0,2826,0.7137308999663219,"[5, 6, 31, 34, 7, 0, 18, 12, 26, 22, 12, 14, 35, 10, 30, 1, 28, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 21, 4, 3]",30,0.1,1024,5
143,1024,0.0,2826,0.7137308999663219,"[5, 6, 31, 34, 7, 0, 18, 12, 26, 22, 12, 14, 35, 10, 30, 1, 28, 37, 11, 29, 29, 8, 27, 8, 35, 20, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 21, 4, 3]",30,0.1,1024,5
144,0,19.0,30,0.006820400012657046,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",30,0.2,1024,5
145,1,7.0,62,0.018049900012556463,"[10, 22, 6, 17, 33, 31, 28, 5, 35, 33, 5, 27, 30, 11, 29, 0, 12, 21, 14, 29, 25, 7, 23, 17, 18, 38, 8, 31, 1, 16, 22, 39, 20, 37, 0, 30, 2, 3, 15, 12]",30,0.2,1024,5
146,2,7.0,93,0.028674200002569705,"[10, 22, 6, 17, 33, 31, 28, 5, 35, 33, 5, 27, 30, 11, 29, 0, 12, 21, 14, 29, 25, 7, 23, 17, 18, 38, 8, 31, 1, 16, 22, 39, 20, 37, 0, 30, 2, 3, 15, 12]",30,0.2,1024,5
147,4,5.0,156,0.055934100004378706,"[20, 22, 9, 16, 1, 31, 28, 5, 10, 33, 36, 27, 30, 18, 37, 0, 7, 29, 14, 36, 15, 7, 23, 6, 18, 4, 8, 9, 1, 25, 26, 39, 20, 27, 11, 30, 32, 3, 15, 11]",30,0.2,1024,5
148,8,4.0,281,0.08866420004051179,"[10, 22, 6, 16, 33, 31, 27, 5, 35, 33, 36, 27, 30, 11, 29, 0, 12, 21, 14, 36, 15, 7, 23, 6, 18, 38, 8, 31, 1, 25, 26, 39, 20, 27, 11, 30, 32, 3, 15, 12]",30,0.2,1024,5
149,16,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
150,32,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
151,64,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
152,128,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
153,256,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
154,512,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
155,1024,0.0,471,0.1365473000332713,"[10, 22, 6, 16, 1, 31, 27, 5, 35, 33, 5, 27, 30, 11, 37, 0, 7, 21, 14, 29, 15, 7, 23, 6, 18, 4, 8, 31, 1, 25, 26, 23, 20, 27, 11, 2, 32, 3, 15, 12]",30,0.2,1024,5
156,0,19.0,30,0.007148500008042902,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",30,0.5,1024,5
157,1,7.0,62,0.01794360001804307,"[10, 22, 6, 17, 33, 31, 28, 5, 35, 33, 5, 27, 30, 11, 29, 0, 12, 21, 14, 29, 25, 7, 23, 17, 18, 38, 8, 31, 1, 16, 22, 39, 20, 37, 0, 30, 2, 3, 15, 12]",30,0.5,1024,5
158,2,5.0,94,0.02896839997265488,"[9, 22, 9, 20, 33, 18, 18, 5, 25, 7, 12, 15, 35, 10, 30, 0, 12, 17, 14, 24, 19, 32, 23, 8, 18, 38, 3, 4, 30, 30, 31, 26, 32, 37, 15, 19, 10, 3, 21, 33]",30,0.5,1024,5
159,4,4.0,157,0.04735609999625012,"[13, 14, 37, 3, 8, 30, 5, 21, 10, 31, 18, 17, 34, 25, 13, 12, 37, 34, 24, 36, 15, 7, 0, 6, 26, 4, 38, 11, 30, 39, 32, 34, 30, 27, 11, 2, 32, 19, 15, 17]",30,0.5,1024,5
160,8,4.0,281,0.08087810000870377,"[13, 14, 37, 3, 8, 30, 5, 21, 10, 31, 18, 17, 34, 25, 13, 12, 37, 34, 24, 36, 15, 7, 0, 6, 26, 4, 38, 11, 30, 39, 32, 34, 30, 27, 11, 2, 32, 19, 15, 17]",30,0.5,1024,5
161,16,2.0,531,0.14931040001101792,"[13, 14, 0, 3, 24, 6, 36, 29, 10, 33, 24, 10, 35, 22, 13, 1, 15, 21, 34, 34, 39, 20, 23, 32, 26, 39, 4, 7, 30, 30, 11, 31, 25, 1, 37, 2, 20, 27, 12, 16]",30,0.5,1024,5
162,32,0.0,812,0.22573050000937656,"[9, 23, 0, 20, 28, 6, 34, 5, 10, 33, 24, 10, 35, 22, 30, 1, 28, 21, 14, 19, 25, 32, 23, 8, 1, 39, 38, 4, 30, 30, 11, 5, 32, 37, 0, 16, 15, 3, 12, 16]",30,0.5,1024,5
163,64,0.0,812,0.22573050000937656,"[9, 23, 0, 20, 28, 6, 34, 5, 10, 33, 24, 10, 35, 22, 30, 1, 28, 21, 14, 19, 25, 32, 23, 8, 1, 39, 38, 4, 30, 30, 11, 5, 32, 37, 0, 16, 15, 3, 12, 16]",30,0.5,1024,5
164,128,0.0,812,0.22573050000937656,"[9, 23, 0, 20, 28, 6, 34, 5, 10, 33, 24, 10, 35, 22, 30, 1, 28, 21, 14, 19, 25, 32, 23, 8, 1, 39, 38, 4, 30, 30, 11, 5, 32, 37, 0, 16, 15, 3, 12, 16]",30,0.5,1024,5
165,256,0.0,812,0.22573050000937656,"[9, 23, 0, 20, 28, 6, 34, 5, 10, 33, 24, 10, 35, 22, 30, 1, 28, 21, 14, 19, 25, 32, 23, 8, 1, 39, 38, 4, 30, 30, 11, 5, 32, 37, 0, 16, 15, 3, 12, 16]",30,0.5,1024,5
166,512,0.0,812,0.22573050000937656,"[9, 23, 0, 20, 28, 6, 34, 5, 10, 33, 24, 10, 35, 22, 30, 1, 28, 21, 14, 19, 25, 32, 23, 8, 1, 39, 38, 4, 30, 30, 11, 5, 32, 37, 0, 16, 15, 3, 12, 16]",30,0.5,1024,5
167,1024,0.0,812,0.22573050000937656,"[9, 23, 0, 20, 28, 6, 34, 5, 10, 33, 24, 10, 35, 22, 30, 1, 28, 21, 14, 19, 25, 32, 23, 8, 1, 39, 38, 4, 30, 30, 11, 5, 32, 37, 0, 16, 15, 3, 12, 16]",30,0.5,1024,5
168,0,19.0,30,0.00688950001494959,"[35, 14, 38, 16, 9, 8, 36, 39, 27, 30, 16, 7, 12, 15, 39, 16, 27, 13, 11, 1, 30, 20, 22, 18, 9, 1, 18, 39, 16, 14, 5, 0, 16, 4, 36, 27, 31, 2, 4, 38]",30,0.75,1024,5
169,1,6.0,62,0.018393700011074543,"[22, 15, 31, 34, 14, 18, 18, 12, 24, 13, 18, 14, 35, 10, 30, 1, 28, 8, 37, 29, 29, 8, 27, 8, 35, 37, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 3, 4, 3]",30,0.75,1024,5
170,2,6.0,93,0.029244400036986917,"[22, 15, 31, 34, 14, 18, 18, 12, 24, 13, 18, 14, 35, 10, 30, 1, 28, 8, 37, 29, 29, 8, 27, 8, 35, 37, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 3, 4, 3]",30,0.75,1024,5
171,4,6.0,155,0.046988099988084286,"[22, 15, 31, 34, 14, 18, 18, 12, 24, 13, 18, 14, 35, 10, 30, 1, 28, 8, 37, 29, 29, 8, 27, 8, 35, 37, 21, 38, 14, 12, 25, 19, 23, 9, 15, 17, 16, 3, 4, 3]",30,0.75,1024,5
172,8,4.0,280,0.07996870001079515,"[22, 15, 31, 34, 14, 18, 0, 3, 39, 13, 39, 29, 8, 38, 30, 1, 28, 25, 1, 24, 20, 8, 27, 6, 35, 35, 26, 38, 14, 12, 25, 19, 23, 9, 16, 17, 16, 10, 4, 31]",30,0.75,1024,5
